Count,Modem,Time
960,d3ad0001,14693403
961,d3ad0001,14708700
962,d3ad0001,14723999
963,d3ad0001,14739299
964,d3ad0001,14754595
965,d3ad0001,14769892
966,d3ad0001,14785183
967,d3ad0001,14800477
968,d3ad0001,14815774
969,d3ad0001,14831070
970,d3ad0001,14846365
971,d3ad0001,14861659
972,d3ad0001,14876950
973,d3ad0001,14892246
974,d3ad0001,14907540
975,d3ad0001,14922832
976,d3ad0001,14938131
977,d3ad0001,14953429
978,d3ad0001,14968722
979,d3ad0001,14984017
980,d3ad0001,14999312
981,d3ad0001,15014608
982,d3ad0001,15029903
983,d3ad0001,15045199
984,d3ad0001,15060491
985,d3ad0001,15075788
986,d3ad0001,15091083
987,d3ad0001,15106377
988,d3ad0001,15121671
989,d3ad0001,15136967
990,d3ad0001,15152261
991,d3ad0001,15167554
992,d3ad0001,15182850
993,d3ad0001,15198146
994,d3ad0001,15213438
995,d3ad0001,15228735
996,d3ad0001,15244031
997,d3ad0001,15259326
998,d3ad0001,15274620
999,d3ad0001,15289916
1000,d3ad0001,15305211
1001,d3ad0001,15320507
1002,d3ad0001,15335801
1003,d3ad0001,15351097
1004,d3ad0001,15366390
1005,d3ad0001,15381688
1006,d3ad0001,15396984
1007,d3ad0001,15412278
1008,d3ad0001,15427574
1009,d3ad0001,15442870
1010,d3ad0001,15458164
1011,d3ad0001,15473457
1012,d3ad0001,15488755
1013,d3ad0001,15504050
1014,d3ad0001,15519345
1015,d3ad0001,15534642
1016,d3ad0001,15549941
1017,d3ad0001,15565239
1018,d3ad0001,15580532
1019,d3ad0001,15595826
1020,d3ad0001,15611122
1021,d3ad0001,15626421
1022,d3ad0001,15641716
1023,d3ad0001,15657013
1024,d3ad0001,15672306
1025,d3ad0001,15687599
1026,d3ad0001,15702893
1027,d3ad0001,15718186
1028,d3ad0001,15733479
1029,d3ad0001,15748774
1030,d3ad0001,15764068
1031,d3ad0001,15779365
1032,d3ad0001,15794656
1033,d3ad0001,15809951
1034,d3ad0001,15825248
1035,d3ad0001,15840546
1036,d3ad0001,15855841
1037,d3ad0001,15871135
1038,d3ad0001,15886430
1039,d3ad0001,15901723
1040,d3ad0001,15917016
1041,d3ad0001,15932313
1042,d3ad0001,15947606
1043,d3ad0001,15962904
1044,d3ad0001,15978196
1045,d3ad0001,15993493
1046,d3ad0001,16008789
1047,d3ad0001,16024083
1048,d3ad0001,16039378
1049,d3ad0001,16054675
1050,d3ad0001,16069970
1051,d3ad0001,16085265
1052,d3ad0001,16100557
1053,d3ad0001,16115850
1054,d3ad0001,16131144
1055,d3ad0001,16146439
1056,d3ad0001,16161730
1057,d3ad0001,16177027
1058,d3ad0001,16192321
1059,d3ad0001,16207615
1060,d3ad0001,16222906
1061,d3ad0001,16238203
1062,d3ad0001,16253496
1063,d3ad0001,16268792
1064,d3ad0001,16284089
1065,d3ad0001,16299384
1066,d3ad0001,16314679
1067,d3ad0001,16329976
1068,d3ad0001,16345274
1069,d3ad0001,16360571
1070,d3ad0001,16375869
1071,d3ad0001,16391166
